task_order, method, cmd, train_session, task_index, no_of_test, no_of_correct_prediction, accuracy, solver_training_time, generator_training_time
0,offline,0,None,1,150,98,0.6533333333333333,None,None
0,offline,0,None,2,150,41,0.2733333333333333,None,None
0,offline,0,None,3,150,147,0.98,None,None
0,offline,0,None,4,150,123,0.82,None,None
0,offline,0,None,5,150,145,0.9666666666666667,None,None
0,offline,1,None,1,150,99,0.66,None,None
0,offline,1,None,2,150,19,0.12666666666666668,None,None
0,offline,1,None,3,150,135,0.9,None,None
0,offline,1,None,4,150,125,0.8333333333333334,None,None
0,offline,1,None,5,150,135,0.9,None,None
0,offline,2,None,1,150,121,0.8066666666666666,None,None
0,offline,2,None,2,150,62,0.41333333333333333,None,None
0,offline,2,None,3,150,147,0.98,None,None
0,offline,2,None,4,150,63,0.42,None,None
0,offline,2,None,5,150,110,0.7333333333333333,None,None
0,offline,3,None,1,150,103,0.6866666666666666,None,None
0,offline,3,None,2,150,0,0.0,None,None
0,offline,3,None,3,150,146,0.9733333333333334,None,None
0,offline,3,None,4,150,133,0.8866666666666667,None,None
0,offline,3,None,5,150,150,1.0,None,None
0,offline,4,None,1,150,116,0.7733333333333333,None,None
0,offline,4,None,2,150,0,0.0,None,None
0,offline,4,None,3,150,143,0.9533333333333334,None,None
0,offline,4,None,4,150,116,0.7733333333333333,None,None
0,offline,4,None,5,150,144,0.96,None,None
0,offline,5,None,1,150,90,0.6,None,None
0,offline,5,None,2,150,74,0.49333333333333335,None,None
0,offline,5,None,3,150,147,0.98,None,None
0,offline,5,None,4,150,60,0.4,None,None
0,offline,5,None,5,150,140,0.9333333333333333,None,None
0,offline,6,None,1,150,120,0.8,None,None
0,offline,6,None,2,150,19,0.12666666666666668,None,None
0,offline,6,None,3,150,147,0.98,None,None
0,offline,6,None,4,150,137,0.9133333333333333,None,None
0,offline,6,None,5,150,150,1.0,None,None
0,offline,7,None,1,150,85,0.5666666666666667,None,None
0,offline,7,None,2,150,58,0.38666666666666666,None,None
0,offline,7,None,3,150,148,0.9866666666666667,None,None
0,offline,7,None,4,150,113,0.7533333333333333,None,None
0,offline,7,None,5,150,150,1.0,None,None
1,offline,0,None,1,150,130,0.8666666666666667,None,None
1,offline,0,None,2,150,127,0.8466666666666667,None,None
1,offline,0,None,3,150,92,0.6133333333333333,None,None
1,offline,0,None,4,150,76,0.5066666666666667,None,None
1,offline,0,None,5,150,101,0.6733333333333333,None,None
1,offline,1,None,1,150,138,0.92,None,None
1,offline,1,None,2,150,97,0.6466666666666666,None,None
1,offline,1,None,3,150,69,0.46,None,None
1,offline,1,None,4,150,76,0.5066666666666667,None,None
1,offline,1,None,5,150,81,0.54,None,None
1,offline,2,None,1,150,76,0.5066666666666667,None,None
1,offline,2,None,2,150,132,0.88,None,None
1,offline,2,None,3,150,145,0.9666666666666667,None,None
1,offline,2,None,4,150,74,0.49333333333333335,None,None
1,offline,2,None,5,150,124,0.8266666666666667,None,None
1,offline,3,None,1,150,78,0.52,None,None
1,offline,3,None,2,150,140,0.9333333333333333,None,None
1,offline,3,None,3,150,70,0.4666666666666667,None,None
1,offline,3,None,4,150,63,0.42,None,None
1,offline,3,None,5,150,143,0.9533333333333334,None,None
1,offline,4,None,1,150,144,0.96,None,None
1,offline,4,None,2,150,150,1.0,None,None
1,offline,4,None,3,150,70,0.4666666666666667,None,None
1,offline,4,None,4,150,47,0.31333333333333335,None,None
1,offline,4,None,5,150,104,0.6933333333333334,None,None
1,offline,5,None,1,150,82,0.5466666666666666,None,None
1,offline,5,None,2,150,146,0.9733333333333334,None,None
1,offline,5,None,3,150,85,0.5666666666666667,None,None
1,offline,5,None,4,150,98,0.6533333333333333,None,None
1,offline,5,None,5,150,141,0.94,None,None
1,offline,6,None,1,150,79,0.5266666666666666,None,None
1,offline,6,None,2,150,132,0.88,None,None
1,offline,6,None,3,150,100,0.6666666666666666,None,None
1,offline,6,None,4,150,131,0.8733333333333333,None,None
1,offline,6,None,5,150,126,0.84,None,None
1,offline,7,None,1,150,124,0.8266666666666667,None,None
1,offline,7,None,2,150,127,0.8466666666666667,None,None
1,offline,7,None,3,150,95,0.6333333333333333,None,None
1,offline,7,None,4,150,85,0.5666666666666667,None,None
1,offline,7,None,5,150,131,0.8733333333333333,None,None
2,offline,0,None,1,200,32,0.16,None,None
2,offline,0,None,2,200,190,0.95,None,None
2,offline,0,None,3,150,75,0.5,None,None
2,offline,0,None,4,150,146,0.9733333333333334,None,None
2,offline,0,None,5,150,148,0.9866666666666667,None,None
