task_order, method, cmd, train_session, task_index, no_of_test, no_of_correct_prediction, accuracy, solver_training_time, generator_training_time
6,offline,1,None,1,200,41,0.205,None,None
6,offline,1,None,2,250,192,0.768,None,None
6,offline,1,None,3,200,187,0.935,None,None
6,offline,1,None,4,250,241,0.964,None,None
6,offline,1,None,5,250,198,0.792,None,None
6,offline,2,None,1,200,75,0.375,None,None
6,offline,2,None,2,250,207,0.828,None,None
6,offline,2,None,3,200,197,0.985,None,None
6,offline,2,None,4,250,200,0.8,None,None
6,offline,2,None,5,250,239,0.956,None,None
6,offline,3,None,1,200,49,0.245,None,None
6,offline,3,None,2,250,183,0.732,None,None
6,offline,3,None,3,200,194,0.97,None,None
6,offline,3,None,4,250,231,0.924,None,None
6,offline,3,None,5,250,235,0.94,None,None
6,offline,4,None,1,200,160,0.8,None,None
6,offline,4,None,2,250,180,0.72,None,None
6,offline,4,None,3,200,195,0.975,None,None
6,offline,4,None,4,250,161,0.644,None,None
6,offline,4,None,5,250,167,0.668,None,None
6,offline,5,None,1,200,103,0.515,None,None
6,offline,5,None,2,250,190,0.76,None,None
6,offline,5,None,3,200,178,0.89,None,None
6,offline,5,None,4,250,225,0.9,None,None
6,offline,5,None,5,250,184,0.736,None,None
6,offline,6,None,1,200,149,0.745,None,None
6,offline,6,None,2,250,165,0.66,None,None
6,offline,6,None,3,200,195,0.975,None,None
6,offline,6,None,4,250,211,0.844,None,None
6,offline,6,None,5,250,235,0.94,None,None
6,offline,7,None,1,200,75,0.375,None,None
6,offline,7,None,2,250,209,0.836,None,None
6,offline,7,None,3,200,195,0.975,None,None
6,offline,7,None,4,250,199,0.796,None,None
6,offline,7,None,5,250,224,0.896,None,None
7,offline,0,None,1,150,131,0.8733333333333333,None,None
7,offline,0,None,2,200,107,0.535,None,None
7,offline,0,None,3,200,174,0.87,None,None
7,offline,0,None,4,300,204,0.68,None,None
7,offline,0,None,5,300,257,0.8566666666666667,None,None
7,offline,1,None,1,150,127,0.8466666666666667,None,None
7,offline,1,None,2,200,146,0.73,None,None
7,offline,1,None,3,200,184,0.92,None,None
7,offline,1,None,4,300,217,0.7233333333333334,None,None
7,offline,1,None,5,300,249,0.83,None,None
7,offline,2,None,1,150,128,0.8533333333333334,None,None
7,offline,2,None,2,200,149,0.745,None,None
7,offline,2,None,3,200,177,0.885,None,None
7,offline,2,None,4,300,197,0.6566666666666666,None,None
7,offline,2,None,5,300,265,0.8833333333333333,None,None
7,offline,3,None,1,150,133,0.8866666666666667,None,None
7,offline,3,None,2,200,80,0.4,None,None
7,offline,3,None,3,200,182,0.91,None,None
7,offline,3,None,4,300,242,0.8066666666666666,None,None
7,offline,3,None,5,300,283,0.9433333333333334,None,None
7,offline,4,None,1,150,139,0.9266666666666666,None,None
7,offline,4,None,2,200,125,0.625,None,None
7,offline,4,None,3,200,187,0.935,None,None
7,offline,4,None,4,300,201,0.67,None,None
7,offline,4,None,5,300,256,0.8533333333333334,None,None
7,offline,5,None,1,150,139,0.9266666666666666,None,None
7,offline,5,None,2,200,156,0.78,None,None
7,offline,5,None,3,200,185,0.925,None,None
7,offline,5,None,4,300,184,0.6133333333333333,None,None
7,offline,5,None,5,300,271,0.9033333333333333,None,None
7,offline,6,None,1,150,113,0.7533333333333333,None,None
7,offline,6,None,2,200,158,0.79,None,None
7,offline,6,None,3,200,175,0.875,None,None
7,offline,6,None,4,300,182,0.6066666666666667,None,None
7,offline,6,None,5,300,287,0.9566666666666667,None,None
7,offline,7,None,1,150,128,0.8533333333333334,None,None
7,offline,7,None,2,200,162,0.81,None,None
7,offline,7,None,3,200,177,0.885,None,None
7,offline,7,None,4,300,199,0.6633333333333333,None,None
7,offline,7,None,5,300,282,0.94,None,None
8,offline,0,None,1,300,81,0.27,None,None
8,offline,0,None,2,150,125,0.8333333333333334,None,None
8,offline,0,None,3,200,189,0.945,None,None
8,offline,0,None,4,300,207,0.69,None,None
8,offline,0,None,5,250,241,0.964,None,None
8,offline,1,None,1,300,123,0.41,None,None
8,offline,1,None,2,150,129,0.86,None,None
8,offline,1,None,3,200,187,0.935,None,None
8,offline,1,None,4,300,264,0.88,None,None
8,offline,1,None,5,250,244,0.976,None,None
8,offline,2,None,1,300,115,0.38333333333333336,None,None
8,offline,2,None,2,150,123,0.82,None,None
8,offline,2,None,3,200,158,0.79,None,None
8,offline,2,None,4,300,289,0.9633333333333334,None,None
8,offline,2,None,5,250,238,0.952,None,None
8,offline,3,None,1,300,107,0.3566666666666667,None,None
8,offline,3,None,2,150,128,0.8533333333333334,None,None
8,offline,3,None,3,200,185,0.925,None,None
8,offline,3,None,4,300,249,0.83,None,None
8,offline,3,None,5,250,238,0.952,None,None
8,offline,4,None,1,300,143,0.4766666666666667,None,None
8,offline,4,None,2,150,132,0.88,None,None
8,offline,4,None,3,200,157,0.785,None,None
8,offline,4,None,4,300,252,0.84,None,None
8,offline,4,None,5,250,237,0.948,None,None
8,offline,5,None,1,300,151,0.5033333333333333,None,None
