class, method, n_real, n_fake, offline_acc_real, offline_acc_fake, is, is_err, mmd, knn_tp, knn_fp, knn_fn, knn_tn
all,sg-cgan,1000,1000,0.924,0.808,6.637556417715001,0.20404471662449916,0.23447365274022944,937.0,0.0,63.0,1000.0
R1_work_at_computer,sg-cgan,1000,1000,0.961,1.0,1.0000000013560553,1.7745038248809864e-10,0.7720386686819816,994.0,0.0,6.0,1000.0
R2_work_at_computer,sg-cgan,1000,1000,0.995,1.0,1.000000009500924,1.6212578201247999e-09,1.2844951285733528,997.0,0.0,3.0,1000.0
R1_sleep,sg-cgan,1000,1000,0.994,1.0,1.000043481528766,7.159496382664762e-06,0.5670404501047996,996.0,0.0,4.0,1000.0
R2_sleep,sg-cgan,1000,1000,0.971,1.0,1.0000532915923281,2.5278914681340402e-05,0.5455735114799176,991.0,0.0,9.0,1000.0
R1_bed_to_toilet,sg-cgan,163,1000,0.8650306748466258,1.0,1.0000005144595792,5.9182610433487854e-08,0.7373706510227717,146.0,0.0,17.0,1000.0
R2_bed_to_toilet,sg-cgan,107,1000,0.9158878504672897,1.0,1.0005745548872986,8.37069599688881e-05,0.3217502982042616,85.0,0.0,22.0,1000.0
R2_prepare_dinner,sg-cgan,1000,1000,0.499,0.0,1.0004079362519551,7.123328593238469e-05,0.48165659881858347,969.0,0.0,31.0,1000.0
R2_watch_TV,sg-cgan,1000,1000,0.926,1.0,1.000008627786626,2.498166049267528e-06,0.5893106641070236,961.0,0.0,39.0,1000.0
R2_prepare_lunch,sg-cgan,563,1000,0.5577264653641207,0.048,1.000630814012871,8.730454752070025e-05,0.6251707797374934,553.0,0.0,10.0,1000.0
R1_work_at_dining_room_table,sg-cgan,521,1000,0.7293666026871402,1.0,1.000005281389035,6.958781493889323e-07,0.3352154801679452,444.0,0.0,77.0,1000.0
